dataset,sut,pollution_group,total_files,failed_files,poor_files,error_files,failure_rate,poor_rate,error_rate,avg_header_f1,avg_record_f1,avg_cell_f1,min_cell_f1,worst_file
polluted_files,rcsv,"Two tables, first has fewer columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.669323,0.669323,file_multitable_less.csv
polluted_files,rcsv,"Two tables, first has more columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.664000,0.666667,0.666667,file_multitable_more.csv
polluted_files,rcsv,Unknown,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,source.csv
polluted_files,rhypoparsr,ALL,2290,0,2288,2288,0.000000,0.999127,0.999127,0.143755,0.144093,0.670679,0.000000,file_header_only.csv
polluted_files,rhypoparsr,Double trailing newline,1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.119760,0.673241,0.673241,file_double_trailing_newline.csv
polluted_files,rhypoparsr,Empty file (0 bytes),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_no_payload.csv
polluted_files,rhypoparsr,Extra delimiter in one single row,756,0,756,756,0.000000,1.000000,1.000000,0.109788,0.118096,0.660890,0.002642,row_more_sep_row0_col1.csv
polluted_files,rhypoparsr,Extra unescaped quote in one single row,756,0,756,756,0.000000,1.000000,1.000000,0.088624,0.192573,0.692913,0.671926,row_extra_quote57_col2.csv
polluted_files,rhypoparsr,"Header row only, no data",1,0,1,1,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,file_header_only.csv
polluted_files,rhypoparsr,Missing delimiter in one single row,672,0,672,672,0.000000,1.000000,1.000000,0.247024,0.117442,0.659757,0.564815,row_less_sep_row56_col2.csv
polluted_files,rhypoparsr,Missing trailing newline,1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.119760,0.673241,0.673241,file_no_trailing_newline.csv
polluted_files,rhypoparsr,Multi-row header (2 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.119760,0.661407,0.661407,file_header_multirow_2.csv
polluted_files,rhypoparsr,Multi-row header (3 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.119048,0.657516,0.657516,file_header_multirow_3.csv
polluted_files,rhypoparsr,No header row,1,0,1,1,0.000000,1.000000,1.000000,0.200000,0.000000,0.002674,0.002674,file_no_header.csv
polluted_files,rhypoparsr,Non-standard escape character (0x00),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.119760,0.673241,0.673241,file_escape_char_0x00.csv
polluted_files,rhypoparsr,Non-standard escape character (0x5C),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.119760,0.673241,0.673241,file_escape_char_0x5C.csv
polluted_files,rhypoparsr,Non-standard field delimiter (0x20),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_field_delimiter_0x20.csv
polluted_files,rhypoparsr,Non-standard field delimiter (0x2C_0x20),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.119760,0.673241,0.673241,file_field_delimiter_0x2C_0x20.csv
polluted_files,rhypoparsr,Non-standard field delimiter (0x3B),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.922156,0.986193,0.986193,file_field_delimiter_0x3B.csv
polluted_files,rhypoparsr,Non-standard field delimiter (0x9),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.922156,0.986193,0.986193,file_field_delimiter_0x9.csv
polluted_files,rhypoparsr,Non-standard quotation character (0x27),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.119760,0.673241,0.673241,file_quotation_char_0x27.csv
polluted_files,rhypoparsr,Non-standard record delimiter (0xA),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.119760,0.673241,0.673241,file_record_delimiter_0xA.csv
polluted_files,rhypoparsr,Non-standard record delimiter (0xD),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.119760,0.673241,0.673241,file_record_delimiter_0xD.csv
polluted_files,rhypoparsr,One single row uses space as field delimiter,84,0,84,84,0.000000,1.000000,1.000000,0.107143,0.116986,0.665654,0.000000,row_field_delimiter_0_0x20.csv
polluted_files,rhypoparsr,Preamble rows before header,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.958084,0.990138,0.990138,file_preamble.csv
polluted_files,rhypoparsr,Single data row,1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.000000,0.352941,0.352941,file_one_data_row.csv
polluted_files,rhypoparsr,Two tables with the same number of columns,1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.080321,0.464807,0.464807,file_multitable_same.csv
polluted_files,rhypoparsr,"Two tables, first has fewer columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.080321,0.490483,0.490483,file_multitable_less.csv
polluted_files,rhypoparsr,"Two tables, first has more columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.080321,0.455954,0.455954,file_multitable_more.csv
polluted_files,rhypoparsr,Unknown,1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.119760,0.673241,0.673241,source.csv
polluted_files,spreaddesktop,ALL,2290,2,184,186,0.000873,0.080349,0.081223,0.992950,0.990756,0.992574,0.000000,file_no_payload.csv
polluted_files,spreaddesktop,Double trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_double_trailing_newline.csv
polluted_files,spreaddesktop,Empty file (0 bytes),1,1,0,1,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_no_payload.csv
polluted_files,spreaddesktop,Extra delimiter in one single row,756,0,9,9,0.000000,0.011905,0.011905,0.999373,1.000000,0.999373,0.947368,row_more_sep_row0_col7.csv
polluted_files,spreaddesktop,Extra unescaped quote in one single row,756,0,61,61,0.000000,0.080688,0.080688,0.990515,0.988079,0.990070,0.856009,row_extra_quote44_col6.csv
polluted_files,spreaddesktop,"Header row only, no data",1,0,1,1,0.000000,1.000000,1.000000,1.000000,1.000000,0.022989,0.022989,file_header_only.csv
polluted_files,spreaddesktop,Missing delimiter in one single row,672,0,19,19,0.000000,0.028274,0.028274,0.996897,0.991071,0.995968,0.897619,row_less_sep_row44_col6.csv
polluted_files,spreaddesktop,Missing trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_no_trailing_newline.csv
polluted_files,spreaddesktop,Multi-row header (2 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.994012,0.982249,0.982249,file_header_multirow_2.csv
polluted_files,spreaddesktop,Multi-row header (3 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.988095,0.976471,0.976471,file_header_multirow_3.csv
polluted_files,spreaddesktop,No header row,1,0,1,1,0.000000,1.000000,1.000000,0.941176,1.000000,0.941176,0.941176,file_no_header.csv
polluted_files,spreaddesktop,Non-standard escape character (0x00),1,0,1,1,0.000000,1.000000,1.000000,0.947368,0.927711,0.936090,0.936090,file_escape_char_0x00.csv
polluted_files,spreaddesktop,Non-standard escape character (0x5C),1,0,1,1,0.000000,1.000000,1.000000,0.947368,0.927711,0.936090,0.936090,file_escape_char_0x5C.csv
polluted_files,spreaddesktop,Non-standard field delimiter (0x20),1,0,1,1,0.000000,1.000000,1.000000,0.818182,0.409639,0.765152,0.765152,file_field_delimiter_0x20.csv
polluted_files,spreaddesktop,Non-standard field delimiter (0x2C_0x20),1,0,1,1,0.000000,1.000000,1.000000,0.083333,0.000000,0.248016,0.248016,file_field_delimiter_0x2C_0x20.csv
polluted_files,spreaddesktop,Non-standard field delimiter (0x3B),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x3B.csv
polluted_files,spreaddesktop,Non-standard field delimiter (0x9),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x9.csv
polluted_files,spreaddesktop,Non-standard quotation character (0x27),1,0,1,1,0.000000,1.000000,1.000000,0.900000,0.586826,0.845653,0.845653,file_quotation_char_0x27.csv
polluted_files,spreaddesktop,Non-standard record delimiter (0xA),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_record_delimiter_0xA.csv
polluted_files,spreaddesktop,Non-standard record delimiter (0xD),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_record_delimiter_0xD.csv
polluted_files,spreaddesktop,One single row uses space as field delimiter,84,1,83,84,0.011905,0.988095,1.000000,0.976190,0.976334,0.977048,0.000000,row_field_delimiter_62_0x20.csv
polluted_files,spreaddesktop,Preamble rows before header,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_preamble.csv
polluted_files,spreaddesktop,Single data row,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_one_data_row.csv
polluted_files,spreaddesktop,Two tables with the same number of columns,1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.669323,0.669323,file_multitable_same.csv
polluted_files,spreaddesktop,"Two tables, first has fewer columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.664000,0.666667,0.666667,file_multitable_less.csv
polluted_files,spreaddesktop,"Two tables, first has more columns",1,0,1,1,0.000000,1.000000,1.000000,0.947368,0.666667,0.623248,0.623248,file_multitable_more.csv
polluted_files,spreaddesktop,Unknown,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,source.csv
polluted_files,spreadweb,ALL,2290,4,2283,2287,0.001747,0.996943,0.998690,0.986459,0.989019,0.931109,0.000000,row_extra_quote22_col0.csv
polluted_files,spreadweb,Double trailing newline,1,0,1,1,0.000000,1.000000,1.000000,1.000000,1.000000,0.943122,0.943122,file_double_trailing_newline.csv
polluted_files,spreadweb,Empty file (0 bytes),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_no_payload.csv
polluted_files,spreadweb,Extra delimiter in one single row,756,0,756,756,0.000000,1.000000,1.000000,0.999373,1.000000,0.942531,0.893484,row_more_sep_row0_col7.csv
polluted_files,spreadweb,Extra unescaped quote in one single row,756,4,752,756,0.005291,0.994709,1.000000,0.971249,0.982203,0.915316,0.000000,row_extra_quote22_col0.csv
polluted_files,spreadweb,"Header row only, no data",1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_header_only.csv
polluted_files,spreadweb,Missing delimiter in one single row,672,0,672,672,0.000000,1.000000,1.000000,0.996897,0.991071,0.939277,0.846429,row_less_sep_row44_col6.csv
polluted_files,spreadweb,Missing trailing newline,1,0,1,1,0.000000,1.000000,1.000000,1.000000,1.000000,0.943122,0.943122,file_no_trailing_newline.csv
polluted_files,spreadweb,Multi-row header (2 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.994012,0.925707,0.925707,file_header_multirow_2.csv
polluted_files,spreadweb,Multi-row header (3 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.988095,0.920261,0.920261,file_header_multirow_3.csv
polluted_files,spreadweb,No header row,1,0,1,1,0.000000,1.000000,1.000000,0.941176,1.000000,0.880227,0.880227,file_no_header.csv
polluted_files,spreadweb,Non-standard escape character (0x00),1,0,1,1,0.000000,1.000000,1.000000,0.947368,0.927711,0.936090,0.936090,file_escape_char_0x00.csv
polluted_files,spreadweb,Non-standard escape character (0x5C),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_escape_char_0x5C.csv
polluted_files,spreadweb,Non-standard field delimiter (0x20),1,0,1,1,0.000000,1.000000,1.000000,0.818182,0.409639,0.718615,0.718615,file_field_delimiter_0x20.csv
polluted_files,spreadweb,Non-standard field delimiter (0x2C_0x20),1,0,1,1,0.000000,1.000000,1.000000,1.000000,1.000000,0.943122,0.943122,file_field_delimiter_0x2C_0x20.csv
polluted_files,spreadweb,Non-standard field delimiter (0x3B),1,0,1,1,0.000000,1.000000,1.000000,1.000000,1.000000,0.943122,0.943122,file_field_delimiter_0x3B.csv
polluted_files,spreadweb,Non-standard field delimiter (0x9),1,0,1,1,0.000000,1.000000,1.000000,1.000000,1.000000,0.943122,0.943122,file_field_delimiter_0x9.csv
polluted_files,spreadweb,Non-standard quotation character (0x27),1,0,1,1,0.000000,1.000000,1.000000,0.608696,0.000000,0.531056,0.531056,file_quotation_char_0x27.csv
polluted_files,spreadweb,Non-standard record delimiter (0xA),1,0,1,1,0.000000,1.000000,1.000000,1.000000,1.000000,0.943122,0.943122,file_record_delimiter_0xA.csv
polluted_files,spreadweb,Non-standard record delimiter (0xD),1,0,1,1,0.000000,1.000000,1.000000,0.023495,0.000000,0.879552,0.879552,file_record_delimiter_0xD.csv
polluted_files,spreadweb,One single row uses space as field delimiter,84,0,84,84,0.000000,1.000000,1.000000,0.988095,0.988095,0.932586,0.879552,row_field_delimiter_0_0x20.csv
polluted_files,spreadweb,Preamble rows before header,1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.988095,0.932026,0.932026,file_preamble.csv
polluted_files,spreadweb,Single data row,1,0,1,1,0.000000,1.000000,1.000000,1.000000,1.000000,0.944444,0.944444,file_one_data_row.csv
polluted_files,spreadweb,Two tables with the same number of columns,1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.631253,0.631253,file_multitable_same.csv
polluted_files,spreadweb,"Two tables, first has fewer columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.631253,0.631253,file_multitable_less.csv
polluted_files,spreadweb,"Two tables, first has more columns",1,0,1,1,0.000000,1.000000,1.000000,0.947368,0.666667,0.587799,0.587799,file_multitable_more.csv
polluted_files,spreadweb,Unknown,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,source.csv
polluted_files,sqlite,ALL,2290,0,119,119,0.000000,0.051965,0.051965,0.995241,0.989148,0.993992,0.000000,file_field_delimiter_0x2C_0x20.csv
polluted_files,sqlite,Double trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.994012,0.994083,0.994083,file_double_trailing_newline.csv
polluted_files,sqlite,Empty file (0 bytes),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_no_payload.csv
polluted_files,sqlite,Extra delimiter in one single row,756,0,9,9,0.000000,0.011905,0.011905,0.999373,1.000000,0.999373,0.947368,row_more_sep_row0_col7.csv
polluted_files,sqlite,Extra unescaped quote in one single row,756,0,7,7,0.000000,0.009259,0.009259,0.996569,0.983964,0.993469,0.498016,row_extra_quote0_col0.csv
polluted_files,sqlite,"Header row only, no data",1,0,1,1,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,file_header_only.csv
polluted_files,sqlite,Missing delimiter in one single row,672,0,8,8,0.000000,0.011905,0.011905,0.997770,0.991062,0.996928,0.939776,row_less_sep_row0_col1.csv
polluted_files,sqlite,Missing trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_no_trailing_newline.csv
polluted_files,sqlite,Multi-row header (2 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.994012,0.982249,0.982249,file_header_multirow_2.csv
polluted_files,sqlite,Multi-row header (3 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.988095,0.976471,0.976471,file_header_multirow_3.csv
polluted_files,sqlite,No header row,1,0,0,0,0.000000,0.000000,0.000000,0.888889,1.000000,0.998661,0.998661,file_no_header.csv
polluted_files,sqlite,Non-standard escape character (0x00),1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.963855,0.992063,0.992063,file_escape_char_0x00.csv
polluted_files,sqlite,Non-standard escape character (0x5C),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.927711,0.988095,0.988095,file_escape_char_0x5C.csv
polluted_files,sqlite,Non-standard field delimiter (0x20),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.409639,0.818783,0.818783,file_field_delimiter_0x20.csv
polluted_files,sqlite,Non-standard field delimiter (0x2C_0x20),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_field_delimiter_0x2C_0x20.csv
polluted_files,sqlite,Non-standard field delimiter (0x3B),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x3B.csv
polluted_files,sqlite,Non-standard field delimiter (0x9),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x9.csv
polluted_files,sqlite,Non-standard quotation character (0x27),1,0,1,1,0.000000,1.000000,1.000000,0.777778,0.000000,0.638889,0.638889,file_quotation_char_0x27.csv
polluted_files,sqlite,Non-standard record delimiter (0xA),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_record_delimiter_0xA.csv
polluted_files,sqlite,Non-standard record delimiter (0xD),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_record_delimiter_0xD.csv
polluted_files,sqlite,One single row uses space as field delimiter,84,0,84,84,0.000000,1.000000,1.000000,0.988095,0.976190,0.979992,0.197619,row_field_delimiter_0_0x20.csv
polluted_files,sqlite,Preamble rows before header,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_preamble.csv
polluted_files,sqlite,Single data row,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_one_data_row.csv
polluted_files,sqlite,Two tables with the same number of columns,1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.669323,0.669323,file_multitable_same.csv
polluted_files,sqlite,"Two tables, first has fewer columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.669323,0.669323,file_multitable_less.csv
polluted_files,sqlite,"Two tables, first has more columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.669323,0.669323,file_multitable_more.csv
polluted_files,sqlite,Unknown,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,source.csv
polluted_files,univocity,ALL,2290,1,14,15,0.000437,0.006114,0.006550,0.994357,0.990095,0.995253,0.000000,file_field_delimiter_0x9.csv
polluted_files,univocity,Double trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_double_trailing_newline.csv
polluted_files,univocity,Empty file (0 bytes),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_no_payload.csv
polluted_files,univocity,Extra delimiter in one single row,756,0,0,0,0.000000,0.000000,0.000000,0.999373,1.000000,0.999339,0.999339,row_more_sep_row17_col6.csv
polluted_files,univocity,Extra unescaped quote in one single row,756,0,0,0,0.000000,0.000000,0.000000,0.996275,0.987422,0.996030,0.991385,row_extra_quote42_col8.csv
polluted_files,univocity,"Header row only, no data",1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_header_only.csv
polluted_files,univocity,Missing delimiter in one single row,672,0,0,0,0.000000,0.000000,0.000000,0.997899,0.991071,0.998070,0.995380,row_less_sep_row44_col6.csv
polluted_files,univocity,Missing trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_no_trailing_newline.csv
polluted_files,univocity,Multi-row header (2 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.994012,0.982249,0.982249,file_header_multirow_2.csv
polluted_files,univocity,Multi-row header (3 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.988095,0.976471,0.976471,file_header_multirow_3.csv
polluted_files,univocity,No header row,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_no_header.csv
polluted_files,univocity,Non-standard escape character (0x00),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.927711,0.986139,0.986139,file_escape_char_0x00.csv
polluted_files,univocity,Non-standard escape character (0x5C),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.927711,0.986139,0.986139,file_escape_char_0x5C.csv
polluted_files,univocity,Non-standard field delimiter (0x20),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_field_delimiter_0x20.csv
polluted_files,univocity,Non-standard field delimiter (0x2C_0x20),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x2C_0x20.csv
polluted_files,univocity,Non-standard field delimiter (0x3B),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_field_delimiter_0x3B.csv
polluted_files,univocity,Non-standard field delimiter (0x9),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_field_delimiter_0x9.csv
polluted_files,univocity,Non-standard quotation character (0x27),1,0,1,1,0.000000,1.000000,1.000000,0.777778,0.000000,0.664277,0.664277,file_quotation_char_0x27.csv
polluted_files,univocity,Non-standard record delimiter (0xA),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_record_delimiter_0xA.csv
polluted_files,univocity,Non-standard record delimiter (0xD),1,1,0,1,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_record_delimiter_0xD.csv
polluted_files,univocity,One single row uses space as field delimiter,84,0,2,2,0.000000,0.023810,0.023810,0.988095,0.988095,0.992080,0.989404,row_field_delimiter_34_0x20.csv
polluted_files,univocity,Preamble rows before header,1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.988095,0.988235,0.988235,file_preamble.csv
polluted_files,univocity,Single data row,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_one_data_row.csv
polluted_files,univocity,Two tables with the same number of columns,1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.669323,0.669323,file_multitable_same.csv
polluted_files,univocity,"Two tables, first has fewer columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.694853,0.694853,file_multitable_less.csv
polluted_files,univocity,"Two tables, first has more columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.645602,0.645602,file_multitable_more.csv
polluted_files,univocity,Unknown,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,source.csv
