filename,model,time_0,llm_calls_0,local_cache_hits_0,uncached_input_tokens_0,cached_input_tokens_0,completion_tokens_0,total_tokens_0,input_cost_usd_0,cached_input_cost_usd_0,output_cost_usd_0,estimated_api_cost_usd_0,billable_cost_usd_0,success_0,error_0
file_mixed_delimiters_whole_row_row_13_0x3B.csv,qwen3.5:0.8b,6.60872595757246,2,0,2861,0,156,3017,,,,,,True,
file_mixed_time_formats_day_month_year.csv,qwen3.5:0.8b,4.044169373810291,1,0,1114,0,78,1192,,,,,,True,
file_double_trailing_newline.csv,qwen3.5:0.8b,4.085428401827812,1,0,1114,0,78,1192,,,,,,True,
file_one_data_row.csv,qwen3.5:0.8b,3.2623783349990845,1,0,411,0,88,499,,,,,,True,
file_num_columns_pad_randints_1000.csv,qwen3.5:0.8b,23.4464797526598,1,0,2050,0,844,2894,,,,,,True,
file_header_multirow_2.csv,qwen3.5:0.8b,38.012442015111446,2,0,3095,0,1393,4488,,,,,,True,
file_multiline_header_rows_3.csv,qwen3.5:0.8b,35.64296291023493,2,0,2992,0,1308,4300,,,,,,True,
file_double_escaping_backslash_row_3_col_7.csv,qwen3.5:0.8b,9.540698923170568,2,0,2699,0,181,2880,,,,,,True,
file_field_delimiter_0x3B.csv,qwen3.5:0.8b,34.54921115189791,2,0,3177,0,1251,4428,,,,,,True,
combo__row_quotation_mark_2_0x27__mixed_delimiters_within_row_row_2_range_3_0x3B.csv,qwen3.5:0.8b,9.956182174384594,2,0,2697,0,209,2906,,,,,,True,
file_less_columns_deleted_value_row_45_col_7.csv,qwen3.5:0.8b,67.31898771971464,2,0,2600,0,2688,5288,,,,,,True,
file_more_columns_row_79_col_7.csv,qwen3.5:0.8b,6.222230553627014,2,0,2639,0,155,2794,,,,,,True,
file_commented_row_49.csv,qwen3.5:0.8b,3.1040680930018425,1,0,1114,0,78,1192,,,,,,True,
file_no_payload.csv,qwen3.5:0.8b,1.781113013625145,1,0,310,0,37,347,,,,,,True,
file_header_only.csv,qwen3.5:0.8b,2.87916100025177,1,0,331,0,88,419,,,,,,True,
file_superheader_sparse_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,qwen3.5:0.8b,3.680315770208836,1,0,1033,0,73,1106,,,,,,True,
file_num_rows_50000_repeat_file.csv,qwen3.5:0.8b,7.001705840229988,1,0,1114,0,78,1192,,,,,,True,
combo__move_header_row5__preamble_2_raw_empty_row__footnote_2_blank_line.csv,qwen3.5:0.8b,26.610982730984688,2,0,2920,0,923,3843,,,,,,True,
file_escape_char_0x00.csv,qwen3.5:0.8b,7.851089052855968,2,0,3553,0,157,3710,,,,,,True,
file_record_delimiter_0xD.csv,qwen3.5:0.8b,3.090483903884888,1,0,1114,0,78,1192,,,,,,True,
file_unquoted_lists_row_9_col_6.csv,qwen3.5:0.8b,6.926075883209705,2,0,2720,0,183,2903,,,,,,True,
file_mixed_delimiters_within_row_row_13_range_3_0x3B.csv,qwen3.5:0.8b,8.708677902817726,2,0,2701,0,259,2960,,,,,,True,
file_excel_formulas.csv,qwen3.5:0.8b,3.115248754620552,1,0,1114,0,78,1192,,,,,,True,
file_record_delimiter_0xA.csv,qwen3.5:0.8b,3.1463599875569344,1,0,1114,0,78,1192,,,,,,True,
file_superheader_whitespace_aligned_columns_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,qwen3.5:0.8b,36.47211296856403,2,0,3097,0,1342,4439,,,,,,True,
file_whitespace_delimiter_cells_quoted_padded.csv,qwen3.5:0.8b,24.87721684575081,2,0,3268,0,817,4085,,,,,,True,
file_no_header.csv,qwen3.5:0.8b,31.44124335795641,2,0,3227,0,1109,4336,,,,,,True,
row_quotation_mark_12_0x27.csv,qwen3.5:0.8b,6.852891847491264,2,0,2658,0,180,2838,,,,,,True,
file_whitespace_delimiter_cells_quoted_empty_last_column_padded.csv,qwen3.5:0.8b,29.73732925951481,2,0,3277,0,1040,4317,,,,,,True,
